4	2013-08-09	734586	13296	948
4	2013-08-08	851596	13200	1218
4	2013-08-07	819027	16381	1630
4	2013-08-06	374697	5808	697
4	2013-08-05	86542	1999	69
4	2013-08-04	178160	2370	346
4	2013-08-03	577032	2077	773
4	2013-08-02	413821	3311	592
4	2013-08-01	935075	5423	1599
4	2013-07-31	726248	8715	603
4	2013-07-30	199521	1457	235
4	2013-07-29	793942	8336	945
4	2013-07-28	269682	4719	208
4	2013-07-27	147469	811	205
4	2013-07-26	185305	1075	317
4	2013-07-25	391800	4741	635
4	2013-07-24	577304	8660	387
4	2013-07-23	978756	9885	1742
4	2013-07-22	554573	5158	904
4	2013-07-21	659041	4811	554
4	2013-07-20	883059	10332	936
4	2013-07-19	545297	13251	894
4	2013-07-18	114397	1727	113
4	2013-07-17	988251	4151	1729
5	2013-09-30	21183	311	17
5	2013-09-29	608947	10291	1060
5	2013-09-28	951758	11516	619
5	2013-09-27	572354	14023	721
5	2013-09-26	352045	4119	574
5	2013-09-25	477135	2767	296
5	2013-09-24	82826	1019	100
5	2013-09-23	281020	3063	382
5	2013-09-22	815444	2283	1060
5	2013-09-21	465486	9263	568
5	2013-09-20	755532	16999	1239
5	2013-09-19	672521	11298	356
5	2013-09-18	296252	6251	515
5	2013-09-17	427404	1282	389
5	2013-09-16	34166	711	41
5	2013-09-15	126700	2559	208
5	2013-09-14	471680	4292	906
5	2013-09-13	943313	18017	906
5	2013-09-12	28507	91	37
5	2013-09-11	999981	3100	1550
5	2013-09-10	339807	6015	432
5	2013-09-09	408830	1267	466
5	2013-09-08	838383	10899	1182
5	2013-09-07	665546	5591	579
5	2013-09-06	92557	1416	84
5	2013-09-05	521978	5690	647
5	2013-09-04	170466	3818	106
5	2013-09-03	467272	1916	285
5	2013-09-02	289979	6525	394
5	2013-09-01	783769	5173	1223
5	2013-08-31	877553	12022	588
5	2013-08-30	421052	7747	505
5	2013-08-29	106696	2113	177
5	2013-08-28	489475	2692	891
5	2013-08-27	199411	2552	144
5	2013-08-26	645453	7294	929
5	2013-08-25	343536	2267	618
5	2013-08-24	509084	10385	972
5	2013-08-23	271075	3497	510
5	2013-08-22	114992	2162	66
5	2013-08-21	392759	3378	762
5	2013-08-20	176884	1928	329
5	2013-08-19	206641	3740	221
5	2013-08-18	922847	7383	1597
5	2013-08-17	427324	5940	252
5	2013-08-16	36811	228	72
5	2013-08-15	710861	7535	754
5	2013-08-14	202571	3282	178
5	2013-08-13	937536	16594	1134
5	2013-08-12	94500	2240	100
5	2013-08-11	848868	10696	823
5	2013-08-10	811981	4791	1462
5	2013-08-09	744794	18173	1356
5	2013-08-08	227266	3091	216
5	2013-08-07	569565	5753	928
5	2013-08-06	96350	992	138
5	2013-08-05	916141	22354	751
5	2013-08-04	46221	1058	89
5	2013-08-03	547482	2956	1095
5	2013-08-02	660263	7593	905
5	2013-08-01	577973	7167	659
5	2013-07-31	253682	5048	340
5	2013-07-30	447236	7156	640
5	2013-07-29	902478	3610	1336
6	2013-09-30	668574	5014	1096
6	2013-09-29	13657	126	14
6	2013-09-28	83646	1957	98
6	2013-09-27	967940	7260	813
6	2013-09-26	126145	3015	130
6	2013-09-25	233528	5768	297
6	2013-09-24	78954	426	40
6	2013-09-23	818100	17753	1579
6	2013-09-22	799665	6797	712
6	2013-09-21	585991	4278	463
6	2013-09-20	68571	1625	55
6	2013-09-19	727173	12580	567
6	2013-09-18	976102	9468	839
6	2013-09-17	896595	18470	457
7	2013-09-30	425108	1063	442
7	2013-09-29	944553	14357	1776
7	2013-09-28	289400	4457	292
7	2013-09-27	685962	6585	1221
7	2013-09-26	302341	786	526
7	2013-09-25	18969	336	12
7	2013-09-24	319278	3320	626
7	2013-09-23	580946	3486	569
7	2013-09-22	161934	2899	202
7	2013-09-21	246459	2908	217
7	2013-09-20	986066	15777	582
7	2013-09-19	915610	21151	1282
7	2013-09-18	923247	11171	905
7	2013-09-17	100336	1194	96
7	2013-09-16	768172	6606	1114
7	2013-09-15	429904	10361	443
7	2013-09-14	640702	13967	993
7	2013-09-13	270134	6483	305
7	2013-09-12	552985	7465	1051
7	2013-09-11	404159	5820	618
7	2013-09-10	957209	2584	861
7	2013-09-09	426579	6569	520
7	2013-09-08	847067	4151	1118
7	2013-09-07	66725	1521	121
7	2013-09-06	753948	11535	1048
7	2013-09-05	522063	1462	480
7	2013-09-04	506458	3646	669
7	2013-09-03	738206	5684	627
7	2013-09-02	239915	3335	391
7	2013-09-01	82370	634	148
7	2013-08-31	340375	3948	276
7	2013-08-30	304155	1247	204
7	2013-08-29	642351	11883	398
7	2013-08-28	726729	7703	625
7	2013-08-27	570972	11477	405
8	2013-09-30	987671	19852	1837
8	2013-09-29	490217	3235	873
9	2013-09-30	873119	2619	489
9	2013-09-29	933803	15688	738
9	2013-09-28	979385	20273	1890
9	2013-09-27	686124	11870	439
9	2013-09-26	922746	4245	1624
9	2013-09-25	827456	4634	1531
9	2013-09-24	561331	4715	432
9	2013-09-23	458024	6687	765
9	2013-09-22	400419	6727	352
9	2013-09-21	166618	550	198
9	2013-09-20	660939	4428	991
9	2013-09-19	48022	466	41
9	2013-09-18	394568	5484	777
9	2013-09-17	121017	387	179
9	2013-09-16	98416	905	96
9	2013-09-15	125479	1769	192
9	2013-09-14	261161	2089	512
9	2013-09-13	67300	1649	40
9	2013-09-12	775958	14200	892
9	2013-09-11	545949	12120	524
9	2013-09-10	996755	9170	608
9	2013-09-09	723515	9044	535
9	2013-09-08	946345	16656	861
9	2013-09-07	11029	271	15
9	2013-09-06	502621	10857	1000
9	2013-09-05	268980	3577	328
9	2013-09-04	253456	3903	499
9	2013-09-03	625727	2253	632
9	2013-09-02	370366	7074	259
9	2013-09-01	735629	12653	1067
9	2013-08-31	923075	19292	1255
9	2013-08-30	178423	1178	152
9	2013-08-29	912284	20983	912
9	2013-08-28	231133	3259	215
9	2013-08-27	749402	17836	420
9	2013-08-26	695386	11404	598
9	2013-08-25	965569	7821	1574
9	2013-08-24	501980	9387	517
9	2013-08-23	113685	1944	106
9	2013-08-22	525389	9352	299
9	2013-08-21	358653	5452	283
9	2013-08-20	782121	3676	461
9	2013-08-19	998560	24764	1518
9	2013-08-18	845522	6849	736
9	2013-08-17	623101	5919	903
9	2013-08-16	168295	2070	195
9	2013-08-15	695091	10774	1196
9	2013-08-14	258211	4570	158
9	2013-08-13	505786	4906	769
9	2013-08-12	209494	649	205
9	2013-08-11	306856	1289	402
9	2013-08-10	298571	1463	340
9	2013-08-09	675454	8308	1256
9	2013-08-08	887939	17137	444
9	2013-08-07	695655	9113	758
9	2013-08-06	461928	7252	707
9	2013-08-05	913457	4111	621
9	2013-08-04	112087	2174	78
9	2013-08-03	463408	3383	876
9	2013-08-02	252132	2093	295
9	2013-08-01	516044	12333	800
9	2013-07-31	355107	3835	664
9	2013-07-30	956305	22951	822
9	2013-07-29	272249	1851	199
9	2013-07-28	646380	14350	1241
9	2013-07-27	643413	13576	804
9	2013-07-26	724368	11735	384
9	2013-07-25	350887	7018	642
9	2013-07-24	35254	261	59
9	2013-07-23	180870	2695	222
9	2013-07-22	218237	5390	382
9	2013-07-21	72192	1487	77
9	2013-07-20	455554	4146	569
9	2013-07-19	14081	299	17
9	2013-07-18	315089	7405	306
9	2013-07-17	614616	5286	1008
9	2013-07-16	719894	6983	1001
9	2013-07-15	146429	2416	136
9	2013-07-14	181078	4455	225
9	2013-07-13	208481	3794	196
9	2013-07-12	388132	1126	501
9	2013-07-11	734614	7052	786
9	2013-07-10	986847	7204	1599
9	2013-07-09	227850	4284	246
9	2013-07-08	582981	10610	490
9	2013-07-07	692420	6093	422
9	2013-07-06	665576	7255	333
9	2013-07-05	114289	2663	125
9	2013-07-04	818247	10883	1186
9	2013-07-03	401522	8151	675
9	2013-07-02	32800	358	16
9	2013-07-01	378932	9132	603
9	2013-06-30	713943	3641	693
9	2013-06-29	391866	8347	333
9	2013-06-28	652132	10499	1115
9	2013-06-27	866002	15588	1680
9	2013-06-26	265765	4757	473
9	2013-06-25	299017	5113	556
9	2013-06-24	842993	16185	691
10	2013-09-30	428623	7801	283
10	2013-09-29	943500	20757	944
10	2013-09-28	570614	1598	496
10	2013-09-27	315228	6368	426
10	2013-09-26	22459	328	40
10	2013-09-25	302349	4747	584
10	2013-09-24	485964	10254	384
10	2013-09-23	428404	1242	814
10	2013-09-22	28824	597	47
10	2013-09-21	683101	6353	895
10	2013-09-20	779950	18953	718
10	2013-09-19	59986	1320	119
10	2013-09-18	169341	864	202
10	2013-09-17	69450	1465	115
10	2013-09-16	823455	3953	848
10	2013-09-15	55782	653	110
10	2013-09-14	503945	3477	423
10	2013-09-13	936114	15539	515
10	2013-09-12	355388	7250	530
10	2013-09-11	167686	2079	129
10	2013-09-10	533871	11638	448
10	2013-09-09	876164	15946	1183
10	2013-09-08	20791	112	31
10	2013-09-07	889042	19915	658
10	2013-09-06	628355	3959	515
10	2013-09-05	627050	4703	1135
10	2013-09-04	218683	3586	361
10	2013-09-03	802500	15408	506
10	2013-09-02	813541	14562	1017
10	2013-09-01	748140	16384	1137
10	2013-08-31	979805	9112	1362
10	2013-08-30	918762	10015	1773
10	2013-08-29	643747	15514	721
10	2013-08-28	349946	2590	644
10	2013-08-27	357145	8464	711
10	2013-08-26	404700	9065	789
10	2013-08-25	333555	5737	414
10	2013-08-24	954398	23574	1355
10	2013-08-23	572704	2234	487
10	2013-08-22	593135	5101	623
10	2013-08-21	247000	4594	180
10	2013-08-20	333262	1166	440
10	2013-08-19	478107	4255	861
10	2013-08-18	103241	774	152
10	2013-08-17	764360	6726	1338
10	2013-08-16	400836	2004	717
10	2013-08-15	443562	7674	630
10	2013-08-14	868663	21022	730
10	2013-08-13	312259	1842	203
10	2013-08-12	516909	4239	310
10	2013-08-11	493062	10009	281
10	2013-08-10	917076	18525	495
10	2013-08-09	475846	8042	576
11	2013-09-30	427966	6334	544
11	2013-09-29	481161	1203	674
11	2013-09-28	352362	8386	652
11	2013-09-27	730477	17093	1242
11	2013-09-26	439585	3824	312
11	2013-09-25	981530	13938	1139
11	2013-09-24	204797	1065	178
11	2013-09-23	293230	5513	150
11	2013-09-22	270397	3840	352
11	2013-09-21	521554	2921	480
11	2013-09-20	83258	541	59
11	2013-09-19	105070	2501	102
11	2013-09-18	220840	2849	263
11	2013-09-17	979337	22329	1616
11	2013-09-16	22554	63	12
11	2013-09-15	742376	2450	408
11	2013-09-14	557391	8584	920
11	2013-09-13	711542	2419	1373
11	2013-09-12	222089	1022	313
11	2013-09-11	40386	945	73
11	2013-09-10	386247	3824	463
11	2013-09-09	232780	1792	310
11	2013-09-08	248836	3882	338
11	2013-09-07	620942	10059	310
11	2013-09-06	181100	3586	159
11	2013-09-05	812155	5848	1243
11	2013-09-04	306350	2788	319
11	2013-09-03	221263	1704	312
11	2013-09-02	564843	2316	1107
11	2013-09-01	302717	4329	173
11	2013-08-31	104376	1733	137
11	2013-08-30	232175	3436	432
11	2013-08-29	315067	1922	302
11	2013-08-28	371066	9240	275
11	2013-08-27	289336	4138	153
11	2013-08-26	756088	12627	507
11	2013-08-25	703680	3167	471
11	2013-08-24	614015	3868	823
11	2013-08-23	795585	3739	931
11	2013-08-22	647464	6669	751
11	2013-08-21	508288	9810	320
11	2013-08-20	740311	5997	992
11	2013-08-19	774090	12076	1014
11	2013-08-18	213040	3686	379
11	2013-08-17	749557	18289	1417
11	2013-08-16	141168	1878	88
11	2013-08-15	581780	8319	1134
11	2013-08-14	873030	10127	681
11	2013-08-13	152502	1342	136
11	2013-08-12	532750	11134	1007
11	2013-08-11	398364	5139	701
11	2013-08-10	121059	2179	156
11	2013-08-09	657784	8288	559
11	2013-08-08	932306	8950	1501
11	2013-08-07	841818	15405	1364
11	2013-08-06	105770	2496	68
11	2013-08-05	216633	2275	156
11	2013-08-04	174277	715	101
11	2013-08-03	536251	12119	413
12	2013-09-30	78259	1557	111
12	2013-09-29	353128	5933	484
12	2013-09-28	838070	11649	528
12	2013-09-27	262203	1023	252
12	2013-09-26	203711	591	179
12	2013-09-25	784191	2353	1451
12	2013-09-24	990184	16437	1743
12	2013-09-23	310152	7444	239
12	2013-09-22	910654	17211	1475
12	2013-09-21	458	4	1
12	2013-09-20	378830	5342	254
12	2013-09-19	845576	10062	829
12	2013-09-18	386261	7339	537
12	2013-09-17	134790	1954	124
12	2013-09-16	524663	3935	378
12	2013-09-15	867678	7462	1067
12	2013-09-14	579997	1740	371
12	2013-09-13	396620	5830	246
12	2013-09-12	46349	227	24
12	2013-09-11	340570	6777	613
12	2013-09-10	284234	1649	273
12	2013-09-09	534240	4968	823
12	2013-09-08	273017	4368	538
12	2013-09-07	637830	12629	1116
12	2013-09-06	113344	2233	158
12	2013-09-05	923131	11908	702
12	2013-09-04	258374	1033	220
12	2013-09-03	656146	3150	1122
12	2013-09-02	756236	12478	1195
12	2013-09-01	13607	147	22
12	2013-08-31	243481	5868	433
12	2013-08-30	255394	5006	337
12	2013-08-29	636309	11454	904
12	2013-08-28	118372	1705	123
12	2013-08-27	480669	8556	596
12	2013-08-26	485835	3547	816
12	2013-08-25	872892	11697	463
12	2013-08-24	105611	2598	65
12	2013-08-23	629047	5661	403
12	2013-08-22	352385	3735	543
12	2013-08-21	568344	3865	1114
12	2013-08-20	380917	5676	537
12	2013-08-19	669344	2209	609
12	2013-08-18	601189	12324	974
12	2013-08-17	157132	1493	253
12	2013-08-16	903611	14638	1699
12	2013-08-15	205963	1277	260
12	2013-08-14	902403	13536	1507
12	2013-08-13	571127	3712	937
12	2013-08-12	521352	6569	782
12	2013-08-11	117747	1425	138
12	2013-08-10	6538	129	6
12	2013-08-09	603181	3257	772
12	2013-08-08	750538	2102	1343
12	2013-08-07	578768	2720	903
12	2013-08-06	575253	12541	633
12	2013-08-05	535251	5674	712
12	2013-08-04	229563	5693	455
12	2013-08-03	338189	1725	193
13	2013-09-30	475742	2521	371
13	2013-09-29	984929	15562	926
13	2013-09-28	125270	2155	187
13	2013-09-27	872397	19716	567
13	2013-09-26	405060	1134	316
13	2013-09-25	66012	238	108
13	2013-09-24	661889	1655	960
13	2013-09-23	771401	9334	432
13	2013-09-22	554029	4266	526
13	2013-09-21	822265	12992	1209
13	2013-09-20	245517	2308	142
13	2013-09-19	199127	1195	390
13	2013-09-18	174983	1067	121
13	2013-09-17	212951	4770	317
13	2013-09-16	882315	8029	1341
13	2013-09-15	720687	13477	1340
13	2013-09-14	951199	6563	1636
13	2013-09-13	790677	10200	1249
13	2013-09-12	771879	15438	563
13	2013-09-11	935819	4960	1273
13	2013-09-10	286620	5245	295
13	2013-09-09	584810	1579	620
13	2013-09-08	307449	1107	209
13	2013-09-07	770073	2233	732
13	2013-09-06	220695	1126	274
13	2013-09-05	579147	4228	330
13	2013-09-04	993887	6957	974
13	2013-09-03	326529	7412	183
13	2013-09-02	600037	6780	402
13	2013-09-01	405110	5469	600
13	2013-08-31	538252	10711	867
13	2013-08-30	794513	2701	429
13	2013-08-29	160071	2289	86
13	2013-08-28	740062	3034	466
13	2013-08-27	275822	3255	414
13	2013-08-26	309500	5695	254
14	2013-09-30	519170	12460	774
14	2013-09-29	691529	6846	505
14	2013-09-28	897672	21634	1023
14	2013-09-27	705441	8113	727
14	2013-09-26	57687	825	82
14	2013-09-25	713611	12345	1070
14	2013-09-24	20479	504	36
14	2013-09-23	823096	8972	1177
14	2013-09-22	977184	21791	1290
14	2013-09-21	235592	1178	212
15	2013-09-30	461715	9142	457
15	2013-09-29	151292	938	85
15	2013-09-28	663488	15990	458
15	2013-09-27	674073	2359	1052
15	2013-09-26	969615	13284	1328
15	2013-09-25	523078	7689	1004
15	2013-09-24	403246	8105	581
15	2013-09-23	371490	8321	423
15	2013-09-22	964989	4053	1660
15	2013-09-21	646599	12803	1067
15	2013-09-20	924612	8876	703
15	2013-09-19	321441	996	553
15	2013-09-18	660717	11629	449
15	2013-09-17	386830	6653	356
15	2013-09-16	137684	2754	98
15	2013-09-15	862186	13709	1259
15	2013-09-14	316086	4710	281
15	2013-09-13	528252	10988	328
15	2013-09-12	428859	10721	699
15	2013-09-11	153667	3642	294
15	2013-09-10	2970	46	4
15	2013-09-09	403814	1090	271
15	2013-09-08	62997	668	49
15	2013-09-07	244753	5336	367
15	2013-09-06	745612	14614	582
15	2013-09-05	467808	8046	407
15	2013-09-04	5612	65	8
15	2013-09-03	183917	4359	248
15	2013-09-02	200393	2144	202
15	2013-09-01	194233	3263	256
15	2013-08-31	736405	11856	1164
15	2013-08-30	30168	341	49
15	2013-08-29	841923	7493	674
15	2013-08-28	753787	13568	1244
15	2013-08-27	751376	10594	774
15	2013-08-26	46114	415	60
15	2013-08-25	502596	4976	819
15	2013-08-24	853847	6916	1255
15	2013-08-23	438672	5527	763
15	2013-08-22	646489	7305	944
15	2013-08-21	629649	3904	529
15	2013-08-20	134182	416	177
15	2013-08-19	695972	4524	1343
15	2013-08-18	202965	1888	300
15	2013-08-17	184834	1645	192
15	2013-08-16	312505	5375	303
15	2013-08-15	27442	428	23
15	2013-08-14	490240	5491	686
15	2013-08-13	219576	4194	189
15	2013-08-12	640195	6978	787
15	2013-08-11	393002	5188	495
15	2013-08-10	430733	1680	302
15	2013-08-09	200622	4012	281
15	2013-08-08	166771	3886	188
15	2013-08-07	483610	11945	745
15	2013-08-06	877293	9387	1132
15	2013-08-05	747289	14572	516
15	2013-08-04	614369	10997	836
15	2013-08-03	588748	14071	477
15	2013-08-02	238558	2505	227
15	2013-08-01	262911	1499	171
15	2013-07-31	256892	5472	216
15	2013-07-30	887755	12872	1713
15	2013-07-29	456311	7666	548
15	2013-07-28	900789	14773	901
15	2013-07-27	714085	7355	528
15	2013-07-26	280024	2464	202
15	2013-07-25	14231	241	9
15	2013-07-24	268953	1479	522
15	2013-07-23	739602	13091	1243
15	2013-07-22	171334	840	168
15	2013-07-21	123898	917	167
15	2013-07-20	570523	8672	725
15	2013-07-19	752286	14293	1038
15	2013-07-18	11443	53	8
15	2013-07-17	265284	4881	528
15	2013-07-16	691110	5183	366
15	2013-07-15	240839	1325	465
15	2013-07-14	182618	2009	362
15	2013-07-13	930297	11722	1619
15	2013-07-12	804806	11589	845
15	2013-07-11	681812	4500	545
15	2013-07-10	116255	1232	138
15	2013-07-09	188519	2074	238
15	2013-07-08	923623	8959	1238
15	2013-07-07	656677	14053	788
15	2013-07-06	740332	6663	1355
15	2013-07-05	379613	7706	410
15	2013-07-04	621492	11311	1081
15	2013-07-03	193688	1646	159
15	2013-07-02	403645	6660	642
15	2013-07-01	740093	12212	777
15	2013-06-30	720177	17140	785
15	2013-06-29	598810	14791	1060
15	2013-06-28	307124	4975	273
15	2013-06-27	100309	983	195
15	2013-06-26	362953	6824	534
15	2013-06-25	173701	3665	167
16	2013-09-30	880075	10033	986
16	2013-09-29	316683	5700	529
16	2013-09-28	661992	1787	1145
16	2013-09-27	480419	11194	826
16	2013-09-26	279320	6592	154
16	2013-09-25	989911	21382	1752
16	2013-09-24	77422	805	101
16	2013-09-23	946468	16374	738
16	2013-09-22	264042	3274	214
16	2013-09-21	305613	5868	199
16	2013-09-20	793016	17605	1491
16	2013-09-19	479459	4986	460
16	2013-09-18	191469	1130	371
16	2013-09-17	665052	4323	692
16	2013-09-16	38876	587	52
16	2013-09-15	209517	3813	207
16	2013-09-14	85400	1776	166
16	2013-09-13	698104	2025	677
16	2013-09-12	576567	2249	640
16	2013-09-11	763973	18717	642
16	2013-09-10	780871	7653	1367
16	2013-09-09	706955	10322	1393
16	2013-09-08	823881	13759	1434
16	2013-09-07	368943	8117	339
16	2013-09-06	441976	6762	349
16	2013-09-05	798883	14220	1158
16	2013-09-04	794268	10802	1144
16	2013-09-03	578748	14237	457
16	2013-09-02	623012	8348	635
16	2013-09-01	127492	2346	201
16	2013-08-31	634455	3997	603
16	2013-08-30	358830	5705	488
16	2013-08-29	548739	13115	856
16	2013-08-28	225595	5505	217
16	2013-08-27	725425	1886	667
16	2013-08-26	64516	1568	112
16	2013-08-25	445949	7091	370
16	2013-08-24	750611	4053	983
16	2013-08-23	282162	1326	505
16	2013-08-22	166063	1893	269
16	2013-08-21	97673	2237	55
16	2013-08-20	547256	10179	991
17	2013-09-30	548133	9263	948
17	2013-09-29	378914	9359	538
17	2013-09-28	430931	5516	345
17	2013-09-27	364183	2877	430
17	2013-09-26	516618	12915	527
17	2013-09-25	765804	3370	1348
17	2013-09-24	572364	6754	298
17	2013-09-23	864377	17720	1400
17	2013-09-22	439902	6687	638
17	2013-09-21	549647	4397	1055
17	2013-09-20	704633	4016	888
17	2013-09-19	384518	9267	600
17	2013-09-18	957410	3447	890
17	2013-09-17	136292	709	241
17	2013-09-16	535981	11792	450
17	2013-09-15	664352	16210	1143
17	2013-09-14	534689	6684	1011
17	2013-09-13	691530	15214	408
17	2013-09-12	9711	150	12
17	2013-09-11	533764	3309	502
17	2013-09-10	218327	3406	179
17	2013-09-09	704427	2677	416
17	2013-09-08	925890	8333	1352
17	2013-09-07	259929	3301	400
17	2013-09-06	898097	14729	1635
17	2013-09-05	483820	11515	958
17	2013-09-04	517962	6526	953
17	2013-09-03	618047	4079	810
17	2013-09-02	765395	15002	597
17	2013-09-01	818332	6710	1285
17	2013-08-31	543586	5653	544
17	2013-08-30	804626	2494	1126
17	2013-08-29	646521	8534	608
17	2013-08-28	420954	3662	606
17	2013-08-27	728902	10205	1451
17	2013-08-26	694759	10074	535
18	2013-09-30	991198	6641	1953
18	2013-09-29	216798	3339	271
18	2013-09-28	50907	1033	102
18	2013-09-27	69030	1132	77
18	2013-09-26	129165	1485	92
18	2013-09-25	934959	9256	860
18	2013-09-24	702520	5128	703
18	2013-09-23	854257	5724	1068
18	2013-09-22	376163	5003	549
18	2013-09-21	52782	296	62
18	2013-09-20	930717	11727	1266
18	2013-09-19	67471	1667	115
18	2013-09-18	387746	9228	206
18	2013-09-17	270763	2518	357
18	2013-09-16	518693	11619	493
18	2013-09-15	71755	1485	59
18	2013-09-14	286625	6277	161
18	2013-09-13	999504	13693	1159
18	2013-09-12	947099	2747	1799
18	2013-09-11	4975	94	4
18	2013-09-10	670204	5161	1059
18	2013-09-09	536409	4506	1008
18	2013-09-08	147351	1090	168
18	2013-09-07	26300	450	39
18	2013-09-06	506138	9313	749
18	2013-09-05	205063	943	236
18	2013-09-04	114077	1221	86
18	2013-09-03	93472	1028	119
18	2013-09-02	609709	4634	951
18	2013-09-01	491119	8054	393
19	2013-09-30	232507	4929	216
19	2013-09-29	38595	174	63
19	2013-09-28	946345	18264	1751
19	2013-09-27	91452	274	60
19	2013-09-26	408396	2369	682
19	2013-09-25	901599	18302	1352
19	2013-09-24	61055	922	101
19	2013-09-23	193428	696	368
19	2013-09-22	961645	2500	481
19	2013-09-21	131990	2851	83
19	2013-09-20	513770	3391	308
19	2013-09-19	44576	615	38
19	2013-09-18	632275	4489	816
19	2013-09-17	366382	3481	722
19	2013-09-16	792491	16642	999
19	2013-09-15	745630	8873	887
19	2013-09-14	473478	10511	630
19	2013-09-13	288835	4679	433
19	2013-09-12	78149	1430	120
19	2013-09-11	529057	10475	307
19	2013-09-10	103995	780	67
19	2013-09-09	175385	3297	188
19	2013-09-08	254959	4564	232
19	2013-09-07	912737	5294	977
19	2013-09-06	103496	2494	173
19	2013-09-05	283172	4021	340
19	2013-09-04	576383	13084	323
19	2013-09-03	970620	8347	1019
19	2013-09-02	342270	2293	192
19	2013-09-01	332559	6053	386
19	2013-08-31	458627	8989	917
19	2013-08-30	237813	2497	128
19	2013-08-29	52081	302	58
19	2013-08-28	482737	4248	599
19	2013-08-27	195213	4178	246
